/////////////////////////////////////////////////////////////////////////////////////////////////////
/////キャラクター定義//////////

#CharTable
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//主人公	? 0～19 ?
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//
//　　　　　　　　　　　　　　　　　　※※　キャラ手帳の並びと合わせて、順を変更しました。　※※
//
//					 フ		  モ		属性
//					 ァ		  ｜							前  |弾氷|noTt|noUV		経	  |
//					 イ		  ??  ? レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		  ン  ? ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②		③
//	前				 名		  NO  ??ル			％＋＋		??? |STAN|noDW|noMV		％％数|NO％	NO％	NO％			説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|????|状態|予約		EPGPGcITEM % ITEM %	ITEM %			説明（６４文字）
157 れぎおん－Ｇ	 EN_157  157  3 26	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   36	翠の魔石を中心に作られた\n人形兵士。　毒性の槍と\n方向転換する特殊光弾を使う。
206 かおろっくあい	 EN_206  206  3 23	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   50	突進をしてくる不気味な怪物。\n岩のバリアで身を守っているが…
207 かおしっくあい	 EN_207  207  3 23	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   51	脳と目玉のみの不気味な怪物。\n岩のバリアは無くなったが\n目玉から放つ光線には注意。
305 たいらんと		 EN_305  305  3 29	-----	200 0  0	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 106	魔族がザリガニを改造して造った\n強力な生物兵器。\n原型を殆ど留めていない。
232 あんのうん－α	 EN_232  232  3 27	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   76	正体不明の生物。\n近づくと回転して攻撃し、\n離れるとビームを撃つ。
235 あんのうん－Σ	 EN_235  235  3 27	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   79	正体不明の生物。\nアメンボのように近づき、\nスキをついて頭突きを放つ。
233 あんのうん－β	 EN_233  233  3 28	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   77	正体不明の生物。\n高速移動からの連続攻撃は\n脅威の一言。
234 あんのうん－γ	 EN_234  234  3 28	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   78	正体不明の生物。\n手が鎌のようになっており、\n強烈な横薙ぎを繰り出す。

//要塞ボス1
410 魔王ルシアン	 BS_408  410  3 10	-----	999	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	----   0	《金色の魔王》の异名で恐れられた\n女神に背きし堕天使の一人。\n米娅の体を乗っ取って復活した。
408 魔王ルシアン	 BS_408  408  3 30	K+G2	1500 -500  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 139	《金色の魔王》の異名で恐れられた\n女神に背きし堕天使の一人。\nミアの体を乗っ取って復活した。

107 ★ありじごく	 EN_107  107  3 21	-----	0   0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ----   00	？？？（★未使用）
120 ★地雷岩怪	 EN_120  120  3 09	B2		0   0  0   	---*|----|----|---*		0 0 0 ---- 0 ---- 0 ----   00	？？？（★未使用）
//162 ナイトロード	 EN_162  162  3 20	MH		200 0  0   	---*|****|-*--|----		10 0 0 ---- 0 ---- 0 ---- 41	ムーンブリア家とは异なる\n血統を持つ吸血鬼の王。\n強大な魔力を誇る。

// // 色も同じだけど特殊ver
272 灰大耳兽	 EN_208  208  3 18	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？//大耳兽の上位種。\n通常のものと姿は同じ\nだが、強さは段違い。
289 わーらびっと	 EN_219  289  3 15	-----	0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
290 ばんのうめいど	 EN_229  290  3 13	B2		0   0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
291 こぼるてす		 EN_250  291  3 07	-----	50  0  0    ----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？

307	★ゾンビＮＰＣ男 Ch_005Z 307  3 14	MxGxBx	0   0  0   	---*|****|--*-|----		0 0 0 ---- 0 ---- 0 ---- 0	？？？
308	★ゾンビＮＰＣ女 Ch_010  308  3 13	-----	0   0  0   	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 0	？？？

// 土俑党
// ほぼステータスアップのみ。ザコ連戦用
292 すたんぴーど	 EN_131  131  3 16	B2		0   0  0 	*--*|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
293 じゃがーのーと	 EN_278  131  3 16	B2		0   0  0 	*--*|--*-|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
295 へるめいど		 EN_229  295  3 19	B2		100 0  0  	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？//人工知能に重大な欠陥が\n生じた梅ドロボ。\n動きが予測できない。
298 はにわおこじょ	 EN_136  298  3 20	MHBx	100 0  0 	----|*--*|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？
299 はにわにわとり	 Ch_498  299  3 20	H2T+Bx	100 0  0 	----|----|----|----		0 0	0 ---- 0 ---- 0 ---- 199	？？？

////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//	前  |前方向無敵			後  |後方向無敵				上  |上方向無敵				??? |ノック????しない
//	強弾|敵弾き技無効		Down|ダウンしない			Up  |浮かない				STAN|食らいモーションしない
//	noIt|アイテムでない		noCL|クリップしない			mMAP|ミニマップ表示なし		noDW|
//	noUV|UVトラップ無視		noAr|風?水中トラップ無視	noEF|ダメージ他表示しない	noMV|固定
//
//属性書式	TSKH=地/水/火/風	MGB=魔法/剣/爆弾
//			+=吸収 x=無効 H=半減 2=二倍 4=四倍 9=一撃
//				例） MxK+G4B9 	魔法無効/火吸収/剣四倍/爆弾一撃
//
//					 フ		 モ			属性
//					 ァ		 ｜								前  |弾氷|noIt|noUV		経	  |
//					 イ		 ??	  ? レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		 ン	  ? ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②
//	前				 名		 NO	  ??ル			％＋＋		??? |STAN|noDW|noMV		％％数|NO％	NO％	年齢 icon+flag		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|????|状態|予約		EPGPGcITEM % ITEM %	ITEM %		説明（６４文字）
//---	■■■敵■■■■ ------	 --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------
// 中ボス
373 ★虚弱假？	 EN_373  373  3 01	------	0	0	0	----|----|----|----		 0 0 0 ---- 0 ---- 0 ----   0	？？？
374 ★無双假？	 EN_373  374  3 01	GxMxKx	100	0 9999	----|----|----|----		 0 0 0 ---- 0 ---- 0 ----   0	？？？

// イベント戦闘用
379 ★昴分身	 Ch_020  379  3 17	Bx---	-60 0  0 	---*|***-|**--|----		0 0	0 ---- 0 ---- 0	---- 0		？？？//拉古那に弟子入りした忍びの子。\n一生懸命だが、腕はまだまだ未熟。
380	★分身ペンギン	 Ch_081  380  3 30	Bx---	-80 0  0 	---*|****|**--|----		0 0	0 ---- 0 ---- 0	---- 0		？？？//某所に出没する拉客的宣传企鹅。\n色々間違っていても気付いてない。
381 うぃざーど		 EN_313  313  3 14	MHG2	0   0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？
382 やまつつき		 EN_273  273  3 14	MHG2	0   0  0  	----|----|----|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？
383 しゃどう		 EN_313  383  3 01	-----	300 4  0  	----|-**-|*---|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？//艾雯が召喚した影法師。\n拉古那の力を試した。
384 ワイゼン村長	 Ch_065  384  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？//ロアルタ村の村長を務める老人。\n扎哈鲁に操られている。
385 ラウニ			 Ch_066  385  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？//村の生き字引的お婆ちゃん。\n扎哈鲁に操られている。
386 バラン			 Ch_067  386  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？//村で誠実に働く心優しい青年。\n扎哈鲁に操られている。
387 アルベール		 Ch_068  387  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？//農作業を行う几帳面なおじさん。\n扎哈鲁に操られている。
388 マーサ			 Ch_069  388  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？//農作業を行う穏やかなおばさん。\n扎哈鲁に操られている。
389 フェデリカ		 Ch_070  389  3 13	MxGxBx	0  50  0 	*---|--*-|*-*-|----		0 0 0 ---- 0 ---- 0 ---- 0		？？？//村で家畜の世話をするお姉さん。\n扎哈鲁に操られている。

//	前  |前方向無敵			後  |後方向無敵				上  |上方向無敵				??? |ノック????しない
//	強弾|敵弾き技無効		Down|ダウンしない			Up  |浮かない				STAN|食らいモーションしない
//	傾き|マップ傾斜で傾く	noCL|クリップしない			mMAP|ミニマップ表示なし		noDW|
//	noUV|UVトラップ無視		noAr|風?水中トラップ無視	noEF|ダメージ他表示しない	noMV|固定
//
//属性書式	TSKH=地/水/火/風	MGB=魔法/剣/爆弾
//			+=吸収 x=無効 H=半減 2=二倍 4=四倍 9=一撃
//				例） MxK+G4B9 	魔法無効/火吸収/剣四倍/爆弾一撃
//
//					 フ		 モ			属性
//					 ァ		 ｜								前  |弾氷|傾き|noUV		経	  |
//					 イ		 ??	 ? レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		 ン	 ? ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②
//	前				 名		 NO	 ??ル			％＋＋		??? |STAN|noDW|noMV		％％数|NO％	NO％	年齢 icon+flag		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 		FILE	 Mot T LV	属性	HP  OP DP	防御|????|状態|予約		EPGPGcITEM % ITEM %	ITEM %		説明（６４文字）
// 闘技場
390	莫里斯		Ch_054  390  3  4	Bx---	200 0  0 	---*|-**-|**--|----		0 21 0 ---- 0 ---- 0	---- 0	X
391	昴		Ch_020  391  3 17	Bx---	250 0  0 	---*|***-|**--|----		0 20 0 ---- 0 ---- 0	---- 0	X
392	奥蒂莎		Ch_019  392  3  7	Bx---	200 0  0 	---*|***-|**--|----		0 21 0 ---- 0 ---- 0	---- 0	X
393	菲奥娜		Ch_017  393  3 20	Bx---	300 0  0 	---*|***-|**--|----		0 20 0 ---- 0 ---- 0	---- 0	X
394	管家克劳德	Ch_018  394  3 23	Bx---	400 0  20 	---*|***-|**--|----		0 21 0 ---- 0 ---- 0	---- 0	X
395	魔女菈莱菈	Ch_023  023  3  1	Bx---	200 0  0 	---*|***-|**--|----		0 21 0 ---- 0 ---- 0	---- 0	X
396	布库尔		Ch_001  396  3 11	Bx---	200 0  0 	---*|***-|**--|----		0 20 0 ---- 0 ---- 0	---- 0	X
397	皮皮洛		Ch_002  397  3 13	BxMH-	200 0  0 	---*|***-|**--|----		0 20 0 ---- 0 ---- 0	---- 0	X
398	嘉兰多		Ch_021  398  3 27	BxMH-	300 0  0 	---*|***-|**--|----		0 22 0 ---- 0 ---- 0	---- 0	X
399	拉客的宣传企鹅	Ch_081  399  3 40	Bx---	400 10 40 	---*|***-|**--|----		0 44 0 ---- 0 ---- 0	---- 0	X
400	カッパ		Ch_080  400  3  8	Bx---	500 0 0 	----|----|----|----			0 00 0 ---- 0 ---- 0	---- 0	X

//敵 		? 400～499 ?ＢＯＳＳ
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//	前  |前方向無敵			後  |後方向無敵				上  |上方向無敵				??? |ノック????しない
//	強弾|敵弾き技無効		Down|ダウンしない			Up  |浮かない				STAN|食らいモーションしない
//	noIt|アイテムでない		noCL|クリップしない			mMAP|ミニマップ表示なし		noDW|
//	noUV|UVトラップ無視		noAr|風?水中トラップ無視	noEF|ダメージ他表示しない	noMV|固定
//
//属性書式	TSKH=地/水/火/風	MGB=魔法/剣/爆弾
//			+=吸収 x=無効 H=半減 2=二倍 4=四倍 9=一撃
//				例） MxK+G4B9 	魔法無効/火吸収/剣四倍/爆弾一撃
//
//					 フ		 モ			属性
//					 ァ		 ｜								前  |弾氷|noIt|noUV		経	  |
//					 イ		 ??	 ? レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		 ン	 ? ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②
//	前				 名		 NO	 ??ル			％＋＋		??? |STAN|noDW|noMV		％％数|NO％	NO％	年齢 icon+flag		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot T LV	属性	HP  OP DP	防御|????|状態|予約		EPGPGcITEM % ITEM %	ITEM %		説明（６４文字）
//- ■■■敵■■■■ ------	 --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------
//---	■■ＢＯＳＳ■■ ------  --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------



420 ★サバディアン	 EN_420  420  3 04	MHG2	200 0  0   	----|----|*---|----		0 	0 	0 	---- 0 	---- 0 	---- 0		全身刃物アリジゴクボスyou
421 ★球石（可破坏） obx0614  -1  2 01	-----	15	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
//EN_168
---	＿＿＿＿＿＿＿＿ ------	---	-	--	-----	--- -- --	-------------------		- - -	---- -	---- -	---- -	------
451 地之龙立方体石	 BS_451  451  3 10	-----	999	8  0 	---*|****|***-|----		0	0	0	---- 0	---- 0	---- 0		？？？
453 地之龙圆柱石	 BS_453  453  3 10	-----	999	8  0 	---*|****|***-|----		0	0	0	---- 0	---- 0	---- 0		？？？
454 地之龙茂み		 BS_454  454  3 1	-----	1	0  0 	---*|****|***-|***-		0	0	0	---- 0	---- 0	---- 0		？？？

450 植物波士触手左１ BS_450  450  3 11	K2		70	0  0 	---*|****|***-|****		10	0	0	---- 0	---- 0	---- 0		？？？
455 植物波士触手左２ BS_450  455  3 11	K2		70	0  0 	---*|****|***-|****		10	0	0	---- 0	---- 0	---- 0		？？？
456 植物波士触手左３ BS_450  456  3 11	K2		150	0  0 	---*|****|***-|****		10	0	0	---- 0	---- 0	---- 0		？？？
457 植物波士触手左４ BS_450  457  3 11	K2		70	0  0 	---*|****|***-|****		10	0	0	---- 0	---- 0	---- 0		？？？
458 植物波士触手右１ BS_450  458  3 11	K2		70	0  0 	---*|****|***-|****		10	0	0	---- 0	---- 0	---- 0		？？？
459 植物波士触手右２ BS_450  459  3 11	K2		70	0  0 	---*|****|***-|****		10	0	0	---- 0	---- 0	---- 0		？？？
460 植物波士触手右３ BS_450  460  3 11	K2		150	0  0 	---*|****|***-|****		10	0	0	---- 0	---- 0	---- 0		？？？
461 植物波士触手右４ BS_450  461  3 11	K2		70	0  0 	---*|****|***-|****		10	0	0	---- 0	---- 0	---- 0		？？？

462 蜘蛛脚ＴＧ用 	 BS_452  452  3 3	Mx		300	0  0 	---*|****|**--|**--		0	0	0	---- 0	---- 0	---- 0		？？？
463 黑龙			 BS_407b 463  3 10	-----	999	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 0		？？？
464 白龙			 BS_407c 463  3 10	-----	999	8  0 	---*|****|**--|----		10	0	0	---- 0	---- 0	---- 0		？？？



//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//OBJ 		? 500～599 ?オブジェ
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■

///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//
//					 フ		 モ			地-T
//					 ァ		 ｜			水-S				前  |弾氷|傾き|noUV		経
//					 イ		 ??	 ?レ	火-K				後  |Down|noCL|noAr		験		金	アイテム(NO＋1000％)
//	名				 ル		 ン	 ? ベ	風-H	HP	OP	DP	上  |Up  |mMAP|noEF		値	金	個	①		②		③
//	前				 名		 NO	 ??ル	剣-K	％	＋	＋	??? |STAN|noDW|noMV		％	％	数	NO％	NO％	NO％		説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――

// %OP ミニマップ表示
//	 1 台阶下
//	 2 台阶上
//   3 ゲート
//   5 门
//  （未対応） 6 柵小
//  （未対応） 7 柵中
//  （未対応） 8 柵大
//  （未対応） 9 橋
//  10 宝箱
//	11 壶
//	12	台
//	13	その他壊れ（タル?砲台）
//	14	スイッチ（レバー?スイッチ?ゴング????????）
//	15	汎用

//---	■■ＯＢＪ■■■ ------  --- - --	-----	--- -- --	-------------------		- - - ---- - ---- - ---- -	------
//■■■ダンジョン専用■■■
//门	500-511  	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
500 门（塔）		 obx0030a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
501 门（森）		 obx0003a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
502 门（岩）		 obx0022a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
503 门（城内）		 ob50503a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
504 门（礼拜）		 ob50533a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
505 门（地下）		 obx0062a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
506 门（塔火炎门）	 obx0270a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
507 门（神殿）		 ob20101a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
508 门（山）		 ob60001a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
509 门（异１）		 obx0132a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
510 门（ラスダン）	 obx0360a 510  2 01	-----	0	5	0	---*|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？
511 门（Ｇコロ）	 ob00082a 500  2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？

//台阶512-539	  	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
512 台阶下（Ｇコロ） ob40010a   0  2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
513 台阶上（Ｇコロ） ob40000a   0  2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
514 台阶下（山）	 ob60011a   0  2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
515 台阶上（山）	 ob60021a   0  2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
516 台阶下（异１）	 obx0102a   0  2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
517 台阶上（异１）	 obx0112a   0  2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
518 台阶下（ラス）	 ob80050a   0  2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？	//set_objで配置するため、MAPへ移動。
519 台阶上（ラス）	 ob80030a   0  2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？	//set_objで配置するため、MAPへ移動。
520 台阶下（塔）	 ob40010a   0  2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
521 台阶上（塔）	 ob40000a   0  2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
522 台阶下（岩）	 obx0012a   0  2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
523 台阶上（岩）	 obx0002a   0  2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
524 台阶下（城内）	 ob50523a   0  2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
525 台阶上（城内）	 ob50513a   0  2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
526 台阶下（礼拜）	 ob50553a   0  2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
527 台阶上（礼拜）	 ob50543a   0  2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
528 台阶入（森绿）	 obx0013a   0  2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
539 台阶出（森绿）	 obx0023a   0  2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
530 台阶下（地下）	 obx0052a   0  2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
531 台阶上（地下）	 obx0042a   0  2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
532 台阶入（森金）	 obx0013b   0  2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
533 台阶出（森金）	 obx0023b   0  2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
534 台阶入（森紫）	 obx0013c   0  2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
535 台阶出（森紫）	 obx0023c   0  2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
536 台阶下（神殿）	 ob20111a   0  2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
537 台阶上（神殿）	 ob20121a   0  2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？

//拱门540-555  	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
540 拱门（塔）	 ob40020a   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
542 拱门（地下）	 obx0072a   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
543 拱门（森绿）	 obx0033a   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
544 拱门（森金）	 obx0033b   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
545 拱门（森紫）	 obx0033c   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
546 拱门（神殿）	 ob20131a   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
547 拱门（山）	 ob60031a   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
548 拱门（异１）	 obx0122a   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
549 升降台（ラスト） obx0380a 549  2 01	-----	0	3	0	---*|----|-*--|---*		10	0	0	---- 0	---- 0	---- 0		？？？
550 拱门（废坑）	 obx0032a   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
551 拱门（Ｇコロ） ob00072a   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
553 拱门（----）	 --------   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
554 拱门（----）	 --------   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
555 拱门（----）	 --------   0  2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？

//■■■汎用■■■
//宝箱	560-569  	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
560	宝箱（並）		 Ob00010  540  2 01	-----	0	10	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
561	宝箱（上）		 Ob19001  540  2 01	-----	0	10	0	----|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
562	木箱			 Ob19011  540  2 01	-----	0	10	0	----|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
563	宝箱（炎）		 Ob19021  540  2 01	-----	0	10	0	----|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
564	塔土管			 ob40030a   0  2 01	-----	0	0	0	----|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？

//????	570-579  	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
570 按键开关	 ob09920  570  2 01	-----	0	14	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
571 拉杆开关	 ob09910  501  2 01	-----	0	14	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
//台座	580-589  	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
//押せる590-599  	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
590	重物（可移动）	 obx0590    0  2 01	-----	0	14	0	---*|----|---*|----		10	0	0	---- 0	---- 0	---- 0		？？？

//壊せる600-619  	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
//システム620-629	 FILE	  Mot  T LV	TSKHK	%HP	%OP	%DP	防御|????|状態|予約		%EP	%GP	GPc	ITEM %	ITEM %	ITEM %		説明（６４文字）
620 セーブ（茶屋）	 obx0050    0  2 01	-----	0	14	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
621 汎用水板		 obx0300    0  2 01	-----	0	0	0	---*|----|--*-|---*		0	0	0	---- 0	---- 0	---- 0		？？？
622 ゴール用天使	 obx0040    0  2 01	-----	0	0	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
